date,product_id,product_name,category,units_sold,price,promotion
2026-03-26,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,16,420.0,0
2026-03-27,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,26,420.0,0
2026-03-28,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,14,420.0,0
2026-03-29,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,7,420.0,0
2026-03-30,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,9,420.0,0
2026-03-31,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,16,420.0,0
2026-04-01,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,18,420.0,0
2026-04-02,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,13,420.0,0
2026-04-03,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,19,420.0,0
2026-04-04,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,16,420.0,0
2026-04-05,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,6,420.0,0
2026-04-06,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,12,420.0,0
2026-04-07,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,12,420.0,0
2026-04-08,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,18,420.0,0
2026-04-09,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,29,420.0,0
2026-04-10,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,23,420.0,0
2026-04-11,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,22,356.93,1
2026-04-12,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,37,356.93,1
2026-04-13,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,41,356.93,1
2026-04-14,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,15,356.93,1
2026-04-15,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,23,420.0,0
2026-04-16,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,19,420.0,0
2026-04-17,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,22,420.0,0
2026-04-18,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,27,420.0,0
2026-04-19,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,20,420.0,0
2026-04-20,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,44,356.93,1
2026-04-21,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,36,356.93,1
2026-04-22,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,14,420.0,0
2026-04-23,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,15,420.0,0
2026-04-24,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,15,420.0,0
2026-04-25,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,21,420.0,0
2026-04-26,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,8,420.0,0
2026-04-27,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,11,420.0,0
2026-04-28,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,11,420.0,0
2026-04-29,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,15,420.0,0
2026-04-30,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,8,420.0,0
2026-05-01,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,23,420.0,0
2026-05-02,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,14,420.0,0
2026-05-03,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,17,420.0,0
2026-05-04,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,11,420.0,0
2026-05-05,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,22,420.0,0
2026-05-06,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,13,420.0,0
2026-05-07,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,16,420.0,0
2026-05-08,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,19,420.0,0
2026-05-09,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,14,420.0,0
2026-05-10,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,28,420.0,0
2026-05-11,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,9,420.0,0
2026-05-12,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,17,420.0,0
2026-05-13,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,10,420.0,0
2026-05-14,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,9,420.0,0
2026-05-15,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,27,420.0,0
2026-05-16,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,15,420.0,0
2026-05-17,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,20,420.0,0
2026-05-18,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,12,356.93,1
2026-05-19,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,29,356.93,1
2026-05-20,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,28,356.93,1
2026-05-21,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,24,420.0,0
2026-05-22,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,21,420.0,0
2026-05-23,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,14,420.0,0
2026-05-24,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,8,420.0,0
2026-05-25,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,14,420.0,0
2026-05-26,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,12,420.0,0
2026-05-27,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,17,420.0,0
2026-05-28,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,16,420.0,0
2026-05-29,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,24,420.0,0
2026-05-30,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,9,420.0,0
2026-05-31,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,7,420.0,0
2026-06-01,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,50,356.93,1
2026-06-02,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,36,356.93,1
2026-06-03,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,22,356.93,1
2026-06-04,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,56,356.93,1
2026-06-05,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,13,420.0,0
2026-06-06,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,26,420.0,0
2026-06-07,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,23,420.0,0
2026-06-08,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,20,420.0,0
2026-06-09,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,16,420.0,0
2026-06-10,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,7,420.0,0
2026-06-11,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,5,420.0,0
2026-06-12,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,13,420.0,0
2026-06-13,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,16,420.0,0
2026-06-14,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,15,420.0,0
2026-06-15,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,17,420.0,0
2026-06-16,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,13,420.0,0
2026-06-17,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,19,420.0,0
2026-06-18,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,25,420.0,0
2026-06-19,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,19,420.0,0
2026-06-20,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,21,420.0,0
2026-06-21,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,21,420.0,0
2026-06-22,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,10,420.0,0
2026-06-23,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,16,420.0,0
2026-06-24,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,10,420.0,0
2026-06-25,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,12,420.0,0
2026-06-26,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,8,420.0,0
2026-06-27,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,30,420.0,0
2026-06-28,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,17,420.0,0
2026-06-29,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,12,420.0,0
2026-06-30,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,16,420.0,0
2026-07-01,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,18,420.0,0
2026-07-02,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,15,420.0,0
2026-07-03,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,21,420.0,0
2026-07-04,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,59,356.93,1
2026-07-05,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,51,356.93,1
2026-07-06,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,36,356.93,1
2026-07-07,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,25,356.93,1
2026-07-08,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,13,420.0,0
2026-07-09,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,18,420.0,0
2026-07-10,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,18,420.0,0
2026-07-11,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,27,420.0,0
2026-07-12,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,20,420.0,0
2026-07-13,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,29,420.0,0
2026-07-14,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,21,420.0,0
2026-07-15,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,5,420.0,0
2026-07-16,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,34,420.0,0
2026-07-17,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,28,457.1,0
2026-07-18,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,12,457.1,0
2026-07-19,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,13,457.1,0
2026-07-20,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,10,457.1,0
2026-07-21,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,13,457.1,0
2026-07-22,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,16,457.1,0
2026-07-23,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,19,457.1,0
2026-07-24,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,20,457.1,0
2026-07-25,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,30,457.1,0
2026-07-26,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,9,457.1,0
2026-07-27,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,27,457.1,0
2026-07-28,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,20,457.1,0
2026-07-29,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,14,457.1,0
2026-07-30,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,18,457.1,0
2026-07-31,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,43,457.1,0
2026-08-01,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,20,457.1,0
2026-08-02,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,15,457.1,0
2026-08-03,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,18,457.1,0
2026-08-04,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,13,457.1,0
2026-08-05,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,13,457.1,0
2026-08-06,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,20,457.1,0
2026-08-07,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,17,457.1,0
2026-08-08,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,35,388.46,1
2026-08-09,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,79,388.46,1
2026-08-10,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,63,388.46,1
2026-08-11,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,24,388.46,1
2026-08-12,P002,عطر العنبر الملكي 100 مل,عطور فاخرة,26,457.1,0
